"Abudefduf.septemfasciatus","Abudefduf.sexfasciatus","Acanthurus.nigricans","Acanthurus.nigricauda","Acanthurus.nigroris","Acanthurus.olivaceus","Acanthurus.pyroferus","Acanthurus.thompsoni","Acanthurus.triostegus","Amblygobius.nocturnus","Anampses.caeruleopunctatus","Anampses.twistii","Aphareus.furca","Asterropteryx.semipunctata","Aulostomus.chinensis","Balistoides.viridescens","Bodianus.axillaris","Calotomus.carolinus","Canthigaster.bennetti","Canthigaster.solandri","Canthigaster.valentini","Caracanthus.maculatus","Caracanthus.unipinna","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Chaetodon.auriga","Chaetodon.citrinellus","Chaetodon.ephippium","Chaetodon.lunula","Chaetodon.lunulatus","Chaetodon.ornatissimus","Chaetodon.pelewensis","Chaetodon.quadrimaculatus","Chaetodon.reticulatus","Chaetodon.trifascialis","Chaetodon.ulietensis","Chaetodon.unimaculatus","Chaetodon.vagabundus","Cheilinus.chlorourus","Cheilinus.oxycephalus","Cheilinus.trilobatus","Cheilodipterus.quinquelineatus","Chlorurus.microrhinos","Chromis.atripectoralis","Chromis.viridis","Chromis.xanthura","Chrysiptera.brownriggii","Cirrhilabrus.exquisitus","Cirrhilabrus.scottorum","Cirripectes.variolosus","Coris.aygula","Coris.gaimard","Corythoichthys.flavofasciatus","Ctenochaetus.binotatus","Dascyllus.aruanus","Dascyllus.flavicaudus","Dascyllus.trimaculatus","Diodon.hystrix","Epibulus.insidiator","Epinephelus.merra","Fistularia.commersonii","Forcipiger.flavissimus","Fusigobius.neophytus","Gnatholepis.anjerensis","Gomphosus.varius","Gymnothorax.javanicus","Halichoeres.hortulanus","Halichoeres.margaritaceus","Halichoeres.marginatus","Halichoeres.trimaculatus","Hemigymnus.fasciatus","Heniochus.chrysostomus","Hologymnosus.annulatus","Labroides.bicolor","Labroides.dimidiatus","Lepidozygus.tapeinosoma","Lethrinus.olivaceus","Lutjanus.fulvus","Macropharyngodon.meleagris","Melichthys.niger","Melichthys.vidua","Monotaxis.grandoculis","Mulloidichthys.flavolineatus","Mulloidichthys.vanicolensis","Myripristis.amaena","Myripristis.berndti","Myripristis.kuntee","Myripristis.violacea","Naso.lituratus","Naso.unicornis","Nemateleotris.magnifica","Neocirrhites.armatus","Neoniphon.sammara","Novaculichthys.taeniourus","Odonus.niger","Ostracion.meleagris","Oxycheilinus.unifasciatus","Paracirrhites.arcatus","Paracirrhites.forsteri","Parupeneus.ciliatus","Parupeneus.cyclostomus","Parupeneus.insularis","Parupeneus.pleurostigma","Plagiotremus.tapeinosoma","Plectroglyphidodon.johnstonianus","Pomacentrus.pavo","Pomachromis.fuscidorsalis","Pseudocheilinus.evanidus","Pseudocheilinus.hexataenia","Pseudocheilinus.octotaenia","Pseudocheilinus.tetrataenia","Pseudojuloides.atavai","Pycnochromis.acares","Pycnochromis.iomelas","Pycnochromis.margaritifer","Pycnochromis.vanderbilti","Pygoplites.diacanthus","Rhinecanthus.aculeatus","Sargocentron.microstoma","Sargocentron.spiniferum","Scarus.altipinnis","Scarus.forsteni","Scarus.frenatus","Scarus.globiceps","Scarus.niger","Scarus.oviceps","Scarus.rubroviolaceus","Scarus.schlegeli","Siganus.argenteus","Siganus.spinus","Stegastes.nigricans","Stegastes.punctatus","Stethojulis.bandanensis","Sufflamen.bursa","Synodus.binotatus","Thalassoma.amblycephalum","Thalassoma.hardwicke","Thalassoma.lutescens","Thalassoma.quinquevittatum","Valenciennea.strigata","Zanclus.cornutus","Zebrasoma.velifer"
0,0,0,16,48,9,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,6,9,0,1,0,0,0,0,11,11,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,193,2,0,6,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,3,0,2,0,24,0,13,0,0,0,0,0,0,0,11,0,4,13,0,1,9,0,0,40,0,0,0,0,0,0,1,0,49,0,3,0,2,11,36,0,0,576,0,1,0,0,0,3,0,9,1,3,1,1,0,0,0,0,7,25,0,1,0,0,138,0,2,0
0,0,0,0,17,9,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,14,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,63,8,1,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,6,0,28,1,14,0,0,0,0,0,0,0,8,0,4,18,0,0,136,0,1,48,0,0,0,1,0,0,6,0,192,0,1,0,5,3,33,0,0,396,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,8,23,0,0,0,1,67,0,0,0
0,0,0,0,33,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,6,0,3,0,0,0,1,27,5,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,13,0,14,0,0,0,0,0,0,0,16,0,9,23,0,0,113,0,0,47,0,0,0,1,0,0,6,0,98,0,1,0,2,2,0,0,0,365,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,4,16,0,0,0,0,57,0,1,0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,9,5,0,0,0,0,0,0,26,16,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,37,5,1,4,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,17,24,12,0,0,0,0,0,0,0,15,0,13,33,0,0,48,0,2,74,0,0,0,1,0,0,17,0,207,0,4,0,3,0,0,0,0,768,0,0,0,0,0,3,2,11,0,3,1,1,0,0,0,0,2,17,0,0,0,1,107,0,0,0
0,0,12,0,7,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,3,0,7,3,0,0,0,0,0,3,41,6,1,0,0,10,0,0,0,0,1,0,0,0,0,0,30,32,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,15,0,0,0,0,0,0,0,11,0,5,70,0,0,70,0,0,83,2,0,0,1,0,0,33,0,52,0,4,2,5,1,10,0,0,608,0,0,0,0,0,2,0,6,0,0,1,1,0,0,0,0,4,18,0,0,0,7,81,0,0,0
0,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,0,12,8,0,0,0,0,0,3,55,15,7,0,0,8,0,0,2,0,0,0,0,0,0,0,6,9,2,0,3,0,0,0,0,0,0,4,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,12,1,16,0,0,0,0,0,0,0,13,0,7,95,0,0,29,0,0,73,1,0,0,0,0,6,43,0,32,0,9,1,6,8,3,0,0,877,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,15,0,0,0,1,64,0,0,0
0,0,0,0,14,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,2,0,8,3,0,0,0,0,1,7,55,11,10,0,0,7,0,0,1,0,0,0,0,0,0,0,0,39,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,10,0,0,0,0,0,0,0,17,0,3,61,0,0,16,0,2,42,1,0,0,1,0,0,55,0,7,0,9,0,9,5,0,1,0,302,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,2,12,0,0,0,1,50,0,0,0
0,0,0,0,2,3,5,0,0,0,2,0,0,0,0,2,0,2,0,0,0,18,26,0,4,5,0,0,0,0,2,3,57,3,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,40,1,0,2,0,0,0,5,0,0,2,0,0,1,0,0,8,0,0,0,1,0,2,0,0,0,2,0,1,0,11,0,5,0,0,0,0,0,0,0,5,0,4,39,0,0,5,0,0,53,1,0,0,2,0,0,38,0,46,0,11,0,8,0,0,0,0,264,1,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,11,0,0,0,0,51,0,3,0
0,0,0,0,16,1,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,21,0,0,4,1,0,1,0,0,0,3,28,6,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,75,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,3,5,0,0,17,0,7,0,0,0,0,0,0,0,7,0,5,44,0,0,47,0,1,42,1,0,0,0,0,1,37,0,17,0,10,0,11,6,126,0,0,158,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,7,11,0,0,0,1,20,0,0,0
0,0,0,1,61,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,100,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,8,0,0,0,0,0,0,0,4,0,4,3,0,0,18,0,1,22,0,0,0,0,1,0,3,0,8,0,9,1,6,5,0,0,0,51,0,0,0,0,0,3,1,2,0,5,0,0,0,0,0,0,2,12,0,0,0,2,35,0,0,0
0,0,0,0,23,10,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,14,0,21,0,0,0,0,0,0,0,8,0,6,6,0,0,15,0,3,39,0,0,0,0,0,0,1,0,60,0,1,0,0,1,13,0,0,193,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,2,11,0,0,0,0,89,0,0,0
0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,2,0,0,23,0,6,0,0,0,0,0,0,0,6,0,10,3,0,0,33,0,0,23,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,1,16,0,0,0,1,81,0,2,0
0,46,3,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,2,2,1,27,4,0,0,0,0,10,0,5,2,0,0,4,2,0,140,0,0,0,0,0,0,0,0,0,16,0,17,1,16,2,1,14,2,0,0,2,3,0,0,1,0,11,0,0,5,0,0,1,0,0,0,20,0,45,0,3,5,3,3,0,0,0,4,0,0,6,1,0,0,0,0,0,0,0,0,34,0,1,1,1,0,0,0,11,1,0,8,0,0,0,12,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,16,0,0,0,2,2
0,47,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,1,2,0,4,38,5,0,0,2,0,4,2,6,0,0,0,21,1,0,67,0,0,0,0,0,0,0,0,4,41,0,22,0,12,4,2,3,7,0,0,0,2,0,0,3,1,12,1,7,14,0,0,2,0,0,0,17,0,0,2,0,1,29,0,1,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,79,0,0,5,2,0,0,0,13,3,0,6,5,0,0,2,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,22,4,0,0,8,0
0,78,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,3,13,0,3,39,11,4,0,2,0,7,2,4,0,0,0,60,0,0,108,0,0,0,0,0,0,0,0,8,59,0,13,0,15,3,0,1,5,1,1,0,2,0,3,5,0,9,1,15,8,0,0,0,0,0,0,22,0,0,4,0,0,7,1,0,0,0,3,0,0,4,1,0,0,0,5,0,0,0,0,100,0,3,1,0,0,0,0,16,5,0,6,3,0,1,2,0,0,0,6,2,0,0,0,0,5,0,2,0,0,0,38,0,0,2,9,0
0,79,0,10,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,6,21,1,5,25,2,0,0,0,0,13,3,10,0,0,0,1,0,0,146,0,0,0,0,0,0,0,0,0,55,0,13,0,6,1,0,1,4,1,1,0,2,0,1,11,0,6,0,7,6,0,0,4,0,0,0,2,1,2,2,2,1,1,0,0,0,0,4,1,0,4,1,0,0,2,0,0,0,1,0,58,0,1,2,0,0,0,0,14,3,0,4,0,0,0,2,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,20,0,0,5,6,0
0,109,0,7,0,0,0,3,1,2,0,0,0,0,2,0,1,0,0,6,1,0,0,0,0,0,4,0,1,0,46,7,2,0,0,0,4,4,5,0,0,0,0,4,0,277,0,0,0,0,0,0,0,0,1,43,1,24,0,17,1,5,6,5,3,2,0,2,0,0,1,0,8,0,6,6,0,0,0,0,0,1,5,12,0,3,1,7,0,1,0,0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,81,0,2,1,0,0,0,0,12,17,0,6,2,0,5,4,0,0,0,9,6,0,1,0,0,6,1,0,0,0,1,30,0,0,0,5,0
0,45,0,14,0,0,1,0,0,2,0,0,0,2,2,0,1,0,0,3,1,0,0,0,0,0,3,1,6,3,36,9,0,0,1,0,8,2,7,0,0,0,1,5,0,259,0,0,0,0,0,0,0,0,3,19,0,23,0,17,3,0,13,11,3,0,0,3,0,0,13,0,9,0,13,11,0,0,1,0,0,2,21,10,8,3,4,4,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,15,27,0,10,0,0,4,5,0,0,2,4,1,0,0,0,6,14,0,1,0,0,0,41,0,0,0,8,1
0,50,2,0,0,0,14,0,0,2,0,3,0,0,1,1,1,0,0,12,2,0,0,0,0,0,4,1,4,6,35,0,1,0,3,0,6,0,2,0,1,0,2,4,0,1,0,0,0,0,0,0,0,1,3,7,0,12,0,11,1,1,4,13,0,0,0,1,0,0,1,0,1,0,8,2,0,0,4,0,0,0,4,14,44,1,0,1,4,0,0,0,0,2,0,0,6,1,0,0,0,0,38,0,0,0,85,0,0,3,0,0,0,0,18,11,0,6,0,0,1,1,0,0,0,11,4,0,0,0,0,4,2,1,0,1,0,39,0,0,0,4,0
0,34,0,5,0,0,1,0,0,2,0,1,0,4,0,2,1,0,0,5,3,0,0,0,1,0,4,4,3,2,18,2,1,0,2,0,5,0,5,0,0,1,1,1,0,47,0,0,0,0,0,0,0,1,6,4,0,14,0,11,0,0,3,13,3,0,0,0,0,0,1,0,6,0,3,6,0,0,24,0,0,1,20,50,35,1,0,8,0,1,0,0,0,3,0,0,3,0,0,0,2,0,1,0,0,0,70,0,1,4,0,0,0,0,21,22,0,8,0,0,1,4,0,0,1,14,6,0,0,0,0,6,0,4,0,0,0,28,0,0,0,5,2
0,53,0,0,0,0,1,0,11,4,0,1,0,0,0,1,2,0,0,6,2,0,0,0,1,0,1,6,2,5,23,4,0,0,0,0,4,0,2,0,0,0,2,8,0,3,0,0,0,0,0,0,0,1,6,10,7,8,0,17,2,0,4,7,6,0,0,0,0,0,0,0,6,0,3,7,0,0,38,0,0,0,9,12,91,0,0,6,0,0,0,0,0,6,0,0,1,0,0,0,7,1,2,0,0,0,85,0,1,2,0,0,0,0,22,21,0,8,0,0,2,5,0,0,0,12,2,0,0,0,0,11,0,3,0,0,0,35,0,0,0,4,0
2,44,0,8,0,0,3,0,200,9,0,1,0,2,0,1,3,0,0,12,0,0,0,0,0,0,5,7,4,7,24,1,0,0,3,0,9,0,13,0,0,0,2,1,0,73,0,0,0,0,0,0,0,0,2,8,0,8,0,10,1,0,5,4,4,1,0,1,0,0,0,0,7,0,4,5,0,0,42,0,0,1,33,20,6,3,0,5,2,0,1,0,0,4,0,0,4,0,0,0,7,0,2,0,0,0,52,0,0,0,0,0,0,0,49,43,0,11,1,0,0,9,0,0,7,7,3,0,3,0,0,17,0,0,0,0,0,34,0,0,0,6,0
0,70,0,4,0,0,2,2,2,14,0,0,0,0,0,0,1,0,0,5,2,0,0,0,1,0,7,2,3,3,24,4,0,0,1,0,10,0,6,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,4,0,8,0,6,5,0,5,7,0,1,0,0,0,0,1,0,5,0,3,5,0,0,16,0,0,1,10,0,0,0,0,7,1,2,1,0,0,4,0,0,4,1,0,0,1,1,0,0,0,0,56,0,0,0,0,0,0,0,40,31,0,8,1,0,2,3,0,0,4,2,4,0,2,0,0,6,0,0,0,0,0,13,0,0,0,4,0
0,75,0,0,0,1,4,0,0,26,0,0,0,0,1,0,1,0,1,5,0,0,0,3,0,0,4,11,2,2,36,3,0,0,3,0,0,0,2,1,0,0,60,5,0,69,0,0,0,0,0,0,0,0,1,7,0,7,0,13,8,0,3,2,2,2,0,1,0,0,0,0,7,0,5,7,0,1,4,0,0,1,15,46,0,3,0,3,1,2,1,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,98,0,0,1,0,0,0,0,30,35,0,7,1,0,2,1,1,2,0,2,4,4,2,0,0,13,3,1,0,0,0,18,0,0,0,5,0
0,61,0,3,0,0,3,0,6,21,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,4,1,4,3,34,1,1,0,1,2,9,0,5,0,0,0,3,1,0,297,0,0,0,0,0,1,0,0,1,6,0,8,0,11,4,0,3,11,5,0,1,2,0,0,3,0,4,0,5,9,0,0,0,0,0,1,7,1,22,14,0,11,0,0,0,0,0,4,0,0,1,1,0,0,3,0,0,0,0,0,56,0,1,1,1,0,0,0,50,24,0,5,0,0,0,1,0,3,3,4,8,2,0,0,0,9,0,2,0,0,0,23,0,0,1,6,0
0,45,0,11,0,0,1,0,0,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,4,0,3,30,4,0,0,2,0,9,0,1,0,0,0,0,2,0,285,0,0,0,0,0,0,0,0,1,13,15,10,0,15,4,1,1,5,0,1,0,2,0,0,0,0,3,0,2,4,0,0,33,0,0,1,13,4,35,0,0,11,4,1,0,0,0,2,0,0,5,0,0,0,1,1,2,0,0,0,35,0,1,1,0,0,0,0,29,20,0,10,0,0,3,3,0,0,7,6,7,0,0,33,28,3,1,0,0,0,0,8,0,0,0,9,0
0,30,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,7,1,0,0,0,1,0,2,1,2,1,20,4,3,0,0,0,3,0,4,0,0,0,1,0,0,269,0,0,0,0,0,0,0,0,4,17,0,4,0,4,2,0,4,6,1,2,0,0,0,0,2,0,3,0,3,2,0,2,11,0,0,1,20,9,20,0,1,12,1,0,0,0,0,7,0,0,2,0,0,0,5,1,0,0,0,0,31,0,1,1,0,0,0,0,18,18,0,12,0,0,1,2,0,0,0,6,0,0,0,5,0,25,0,0,0,0,0,13,0,0,0,5,0
2,71,0,3,0,0,0,1,0,5,0,1,0,2,0,0,1,0,0,6,2,0,0,2,0,0,4,6,1,2,26,3,0,0,1,0,2,0,0,0,0,1,1,0,0,302,0,0,0,0,0,0,0,1,1,18,1,13,0,5,3,0,2,0,0,4,0,2,0,0,0,0,6,0,6,4,0,0,0,0,0,2,8,5,0,0,1,8,5,0,1,0,0,11,0,0,2,1,0,0,4,0,0,0,0,0,40,0,0,1,0,0,0,0,12,7,0,7,0,0,0,0,0,0,2,3,3,0,0,0,0,29,0,1,0,0,0,13,0,0,0,3,0
0,19,0,4,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,7,1,0,1,27,4,0,0,0,0,3,0,3,0,0,0,9,0,0,284,0,0,0,0,0,0,0,0,0,15,2,3,0,7,2,1,0,11,0,1,0,0,0,0,0,0,8,0,2,4,0,0,3,0,0,0,14,9,30,0,11,1,2,2,2,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,5,1,0,0,0,11,2,0,4,0,0,0,5,0,1,5,4,4,0,0,0,0,23,0,0,0,0,0,12,0,0,2,4,0
0,2,0,1,0,0,1,0,125,0,0,1,0,2,0,0,3,0,0,6,3,0,0,0,0,0,4,7,3,2,33,5,2,0,1,0,5,0,5,0,1,0,0,0,2,383,0,0,0,0,0,1,0,0,0,12,3,5,0,4,1,0,0,0,0,1,1,4,0,0,1,0,2,0,4,1,0,0,6,0,0,0,0,30,0,0,9,6,0,2,0,0,0,12,0,0,4,1,0,0,0,0,0,0,0,0,89,0,1,2,0,0,0,0,7,15,0,8,0,0,3,2,0,2,2,3,5,0,0,0,0,23,0,0,0,0,0,13,0,0,0,3,0
0,72,0,0,0,0,3,0,0,12,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,3,4,1,14,12,0,0,0,0,3,0,4,1,0,0,1,1,0,481,0,0,0,0,0,0,0,0,6,21,2,7,1,12,2,0,4,7,0,5,0,0,0,0,1,0,5,0,5,2,0,0,10,0,0,1,10,21,30,0,0,12,1,0,0,0,0,5,0,0,5,3,0,0,1,3,1,1,0,0,53,0,2,0,0,0,0,0,23,12,0,5,0,0,2,3,0,1,1,12,3,0,1,0,0,66,0,2,0,0,0,22,1,0,0,0,1
0,1,0,0,0,0,0,2,556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,40,0,3,9,5,0,0,2,0,1,27,1,2,0,4,0,0,0,130,0,1,0,0,0,2,1,0,0,8,0,0,1,6,2,0,8,0,0,6,0,14,0,0,57,0,13,0,0,1,0,0,0,0,0,0,6,17,13,0,1,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,1,0,0,57,10,6,0,0,0,74,0,0,2,8,1
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,24,0,1,8,5,0,0,1,4,2,24,0,2,0,1,0,1,0,300,0,7,0,0,0,2,0,0,0,14,0,27,0,0,4,0,0,3,0,6,0,7,1,0,44,0,5,0,1,0,0,0,0,0,0,0,1,8,0,0,1,0,0,8,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,136,6,11,0,1,0,85,0,0,0,1,0
1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,37,0,0,6,1,12,0,0,0,0,16,0,1,2,1,0,0,6,172,0,1,0,32,0,3,1,0,0,4,0,0,1,0,4,0,1,5,1,5,0,10,1,2,11,6,3,1,0,3,0,0,0,0,0,0,2,3,4,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,51,4,11,7,0,0,61,0,0,0,3,0
1,0,0,1,0,1,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36,0,0,5,5,1,0,0,0,0,9,2,2,0,0,0,0,1,140,0,3,0,0,0,2,0,0,0,5,0,0,0,1,3,0,0,2,1,4,0,11,2,0,15,0,2,0,2,0,0,2,0,0,0,1,2,14,4,0,7,0,0,5,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,11,0,0,0,1,72,0,4,0,0,2,70,0,0,0,1,0
3,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,2,0,7,1,2,0,1,0,0,4,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,17,0,15,2,1,25,0,2,0,0,2,0,0,0,0,0,2,3,40,4,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,93,0,6,0,0,0,130,0,0,0,1,0
3,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,25,2,1,6,2,0,0,0,1,0,13,3,3,0,0,0,0,0,90,0,4,0,0,0,3,0,0,0,0,0,0,0,9,2,0,0,0,2,10,0,12,0,0,21,0,3,0,0,2,0,0,1,0,0,1,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,69,5,4,0,0,0,107,0,0,0,1,1
1,0,0,0,0,0,1,0,206,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,2,36,0,0,4,1,0,0,1,0,0,5,2,2,0,2,0,0,0,325,0,1,0,0,0,3,1,0,0,5,2,0,0,6,5,0,0,1,1,9,0,19,0,3,38,0,7,0,0,1,0,0,0,0,0,1,15,11,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,12,0,0,0,0,50,0,10,0,0,0,135,0,0,0,1,0
0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,35,2,2,4,1,0,0,0,1,0,6,1,0,0,0,0,0,35,105,0,2,0,0,0,0,0,0,0,9,0,0,0,2,4,0,0,5,0,9,0,19,0,1,33,0,0,0,0,3,0,0,2,0,0,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,22,0,0,0,0,56,10,7,0,0,0,85,0,0,0,0,0
1,0,0,0,0,0,0,0,137,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,31,1,0,4,1,0,0,0,0,0,4,0,2,0,1,0,0,22,129,0,2,0,0,0,1,0,0,0,15,0,0,0,2,3,0,0,0,1,13,0,24,0,1,32,0,8,0,0,2,0,0,2,0,0,0,1,50,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,15,0,0,0,1,91,1,9,0,0,0,145,0,0,1,1,0
2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,25,2,0,6,4,1,0,1,1,2,10,0,5,0,3,0,0,125,150,0,6,0,0,0,2,0,0,0,13,0,0,0,4,3,0,0,1,1,16,0,27,0,2,33,0,2,0,1,1,0,0,1,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,26,0,2,0,2,154,2,9,0,0,0,68,0,0,0,0,0
2,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,25,0,0,5,2,0,0,1,2,0,6,0,0,0,1,0,0,20,74,0,3,0,0,0,2,3,0,0,13,0,0,0,1,5,0,0,1,1,7,0,18,0,0,34,0,2,0,2,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,0,3,76,51,8,0,0,0,60,0,0,4,0,7
